bicubic,edsr
28.969944162715713,30.130853027478377
29.76487449977068,31.767229618337474
23.79913093389559,24.89490094632171
30.212879021830076,31.94194860655603
28.97223516451554,31.10844648932625
27.656085466244473,30.309879986769424
23.922957174698173,24.97045544877238
29.844567854779903,31.809118556158886
31.69942496525104,33.68391044072614
31.575159301440152,32.82255553825064
27.00980261636852,29.578452896223784
27.425897668448314,29.814411123264883
30.37221231591872,31.924108657164446
30.545951373220408,32.63681664107695
30.173247332663497,32.24581734460182
30.17976877506012,32.478985786466296
31.098522700950383,32.99501810790449
26.659760637983496,28.67314625261737
26.95976892457947,29.272649330051475
30.531063215576758,32.24272256728742
30.401405958045107,32.42918843652464
27.816408287863727,28.95104034324962
31.112649027814747,32.95116844903759
32.325946289165465,34.81888912980957
23.74346613147099,24.770838343578756
26.493390542330182,28.576947233907546
30.584334314620758,32.48096290180131
28.661780884590833,30.72544354691526
30.226494422627002,32.46834854748948
23.288392759495174,24.312228034194572
31.013541086739128,32.97580355220238
27.066438533771745,29.43985900434484
26.38121773681536,28.497491949218006
31.253672896257164,33.01685568389229
32.80830203367476,35.37942216754554
30.474731965128626,32.655302459382376
26.72795404124535,28.59759107392452
28.095840533584088,30.04724230489905
28.274634985974817,30.90119118333063
30.53686260787206,32.50503589661055
22.395287854219994,23.51102477211584
28.362454122590428,30.351138444266752
27.017561586759445,29.071747198579764
29.563759322979045,31.334737020109692
32.56545063838888,35.81696993610968
32.10441241492822,33.84146986074864
29.189330779051215,31.473354552770864
30.852530787916244,33.59492138107988
28.134544064002608,30.098341716703636
26.24568944268234,27.980903928842572
31.094324297363997,33.57121128476811
31.781754954691216,33.27740923406799
28.93189449206613,30.976172467813655
29.958805979773313,31.994874542028118
33.084608250997995,35.42284336643549
29.24030378982607,31.288138819090673
30.822041498893682,33.097237324389866
31.373997756114996,33.30422180126179
28.139659752152937,30.123200269929594
26.91383934754611,29.13695526607323
27.63989715839841,30.356705096337357
26.67556731775096,28.925295053403957
28.59260258077927,30.626330358151677
24.81814423880398,25.920424021088593
29.613499920218835,31.617561687574046
26.45650520200413,28.454250550503268
23.436550112694768,24.45572106862139
29.677925516087452,31.994651107608743
31.336232199449423,33.38966440773203
23.54091006890567,24.58972918675053
22.824731195521704,23.88215067348768
26.335378262949313,28.419544978741943
27.361355850767044,29.63318419038381
26.849030483094513,27.91434399347451
30.202604380605198,32.38255308916849
29.37579697398595,31.267765273149575
24.018172618925895,25.095283820434325
29.597775150694332,31.499491754501708
26.855217150242687,28.980167710273687
24.422215894614077,25.838657781967722
31.140390248032972,33.06168177132355
33.9189144153065,37.122636098887234
30.14838251628152,31.84229515172951
30.483003201738615,32.504062138756076
30.6372220914863,32.43005905653684
30.898665782992254,32.76190444368597
30.856159145903188,32.73003370175802
29.71054939182072,31.17761893505154
26.260048109288554,27.29059562719646
30.254170539445624,32.07510742330513
29.463440285120463,31.50911597935753
29.493247951908444,31.641633480108098
31.20017458680204,33.40291213835618
23.033262148943795,24.22818665970841
30.99581191473353,32.75583553857587
30.27974700174517,31.78422981900056
35.32255857675547,37.97953636084398
30.374942322054338,32.60699206375494
31.437259418379334,33.87762713617242
